Regioaanduiding.Codering..code.,Perioden,Wijken.en.buurten.x,Regioaanduiding.Gemeentenaam..naam..x,Regioaanduiding.Soort.regio..omschrijving..x,Regioaanduiding.Indelingswijziging.wijken.en.buurten..code.,Horeca.Cafés.en.dergelijke.Afstand.tot.café.e.d...km.,Leeftijd,Marges,Wijken.en.buurten.y,Regioaanduiding.Gemeentenaam..naam..y,Regioaanduiding.Soort.regio..omschrijving..y,Ervaren.gezondheid..goed.zeer.goed.....,Bewegen.Voldoet.aan.beweegrichtlijn....,Onder..en.overgewicht.Mate.van.overgewicht.Ernstig.overgewicht....,Roker....,Alcoholgebruik.Voldoet.aan.alcohol.richtlijn....,Alcoholgebruik.Drinker....,Alcoholgebruik.Zware.drinker....,Alcoholgebruik.Overmatige.drinker....,Lichamelijke.gezondheid.Eén.of.meer.langdurige.aandoeningen....,Psychische.klachten....,Veerkracht..Zeer..lage.veerkracht....,Hoog.risico.op.angst.of.depressie....,Eenzaamheid.Ernstig.zeer.ernstig.eenzaam....
BU19311001,2022,Bovenkerk,Krimpenerwaard,Buurt,1,0.9,18 jaar of ouder,Waarde,Bovenkerk,Krimpenerwaard,Buurt,77.4,47.4,12.3,12.6,43.2,81.9,9.7,7.3,26.8,15.1,12.7,5.7,7.8
BU19311002,2016,Benedenkerk,Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Benedenkerk,Krimpenerwaard,Buurt,82.4,46.8,11.7,14.2,41.8,85.0,9.0,6.4,29.8,.,.,3.0,5.2
BU19311002,2020,Benedenkerk,Krimpenerwaard,Buurt,1,"1,2",18 jaar of ouder,Waarde,Benedenkerk,Krimpenerwaard,Buurt,85.4,48.1,10.7,10.7,43.5,83.2,7.7,6.6,26.8,.,.,2.6,7.2
BU19311002,2022,Benedenkerk,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Benedenkerk,Krimpenerwaard,Buurt,77.6,45.4,13.8,11.2,44.3,83.0,9.3,6.5,28.4,13.6,10.7,4.7,7.5
BU19311003,2016,Benedenheul,Krimpenerwaard,Buurt,1,"3,2",18 jaar of ouder,Waarde,Benedenheul,Krimpenerwaard,Buurt,85.5,48.5,10.6,15.3,42.3,85.1,8.5,5.6,26.5,.,.,3.1,4.9
BU19311003,2020,Benedenheul,Krimpenerwaard,Buurt,1,"3,2",18 jaar of ouder,Waarde,Benedenheul,Krimpenerwaard,Buurt,87.1,48.0,9.6,11.2,45.5,81.0,7.9,7.7,24.1,.,.,2.9,5.3
BU19311003,2022,Benedenheul,Krimpenerwaard,Buurt,1,3.1,18 jaar of ouder,Waarde,Benedenheul,Krimpenerwaard,Buurt,80.0,43.8,11.8,11.9,45.6,81.3,10.9,7.5,25.1,14.7,12.1,5.4,8.0
BU19311004,2016,Goudseweg,Krimpenerwaard,Buurt,1,"1,5",18 jaar of ouder,Waarde,Goudseweg,Krimpenerwaard,Buurt,83.5,54.0,11.8,16.5,41.1,85.0,12.7,10.2,28.2,.,.,3.3,5.4
BU19311004,2020,Goudseweg,Krimpenerwaard,Buurt,1,"1,5",18 jaar of ouder,Waarde,Goudseweg,Krimpenerwaard,Buurt,86.3,50.6,9.6,14.8,45.6,83.8,6.4,6.8,26.5,.,.,2.9,4.7
BU19311004,2022,Goudseweg,Krimpenerwaard,Buurt,1,1.6,18 jaar of ouder,Waarde,Goudseweg,Krimpenerwaard,Buurt,75.3,48.6,10.8,9.0,45.9,80.5,8.0,7.2,30.1,13.1,11.1,4.5,6.5
BU19311005,2016,Het Beijersche,Krimpenerwaard,Buurt,1,"4,1",18 jaar of ouder,Waarde,Het Beijersche,Krimpenerwaard,Buurt,85.7,52.3,12.0,16.4,40.7,85.0,7.2,5.8,25.8,.,.,3.2,4.7
BU19311005,2020,Het Beijersche,Krimpenerwaard,Buurt,1,"4,1",18 jaar of ouder,Waarde,Het Beijersche,Krimpenerwaard,Buurt,86.9,47.5,11.1,11.7,43.0,81.9,8.2,7.5,25.6,.,.,3.1,5.5
BU19311005,2022,Het Beijersche,Krimpenerwaard,Buurt,1,4.1,18 jaar of ouder,Waarde,Het Beijersche,Krimpenerwaard,Buurt,79.2,46.3,12.4,11.8,43.7,82.4,10.0,7.0,26.9,14.1,11.6,5.6,7.5
BU19311006,2016,Koolwijk,Krimpenerwaard,Buurt,1,"2,3",18 jaar of ouder,Waarde,Koolwijk,Krimpenerwaard,Buurt,85.0,46.3,12.6,15.8,45.7,81.9,8.1,6.6,25.7,.,.,2.6,4.8
BU19311006,2020,Koolwijk,Krimpenerwaard,Buurt,1,"2,2",18 jaar of ouder,Waarde,Koolwijk,Krimpenerwaard,Buurt,87.5,46.6,10.3,10.7,44.7,82.5,5.4,8.5,23.7,.,.,2.7,5.2
BU19311006,2022,Koolwijk,Krimpenerwaard,Buurt,1,2.2,18 jaar of ouder,Waarde,Koolwijk,Krimpenerwaard,Buurt,80.6,45.8,14.0,11.5,47.7,81.9,8.4,6.2,25.9,13.6,11.4,5.0,7.0
BU19311007,2016,Schoonouwen,Krimpenerwaard,Buurt,1,"2,5",18 jaar of ouder,Waarde,Schoonouwen,Krimpenerwaard,Buurt,82.2,47.2,11.9,17.0,41.9,82.2,9.3,6.9,27.4,.,.,4.4,5.5
BU19311007,2020,Schoonouwen,Krimpenerwaard,Buurt,1,"2,4",18 jaar of ouder,Waarde,Schoonouwen,Krimpenerwaard,Buurt,86.6,48.6,10.1,12.1,44.3,81.5,6.1,6.1,28.8,.,.,3.1,7.1
BU19311007,2022,Schoonouwen,Krimpenerwaard,Buurt,1,2.5,18 jaar of ouder,Waarde,Schoonouwen,Krimpenerwaard,Buurt,78.7,46.4,12.0,13.1,46.3,81.2,10.2,7.9,26.8,15.2,12.4,5.4,7.4
BU19311008,2016,Bilwijk,Krimpenerwaard,Buurt,1,"1,8",18 jaar of ouder,Waarde,Bilwijk,Krimpenerwaard,Buurt,86.2,51.0,9.3,12.6,45.6,82.9,8.8,6.0,23.9,.,.,2.4,3.9
BU19311008,2020,Bilwijk,Krimpenerwaard,Buurt,1,"1,7",18 jaar of ouder,Waarde,Bilwijk,Krimpenerwaard,Buurt,86.9,50.3,9.0,9.3,45.2,82.2,7.8,6.9,26.0,.,.,2.5,4.9
BU19311008,2022,Bilwijk,Krimpenerwaard,Buurt,1,1.7,18 jaar of ouder,Waarde,Bilwijk,Krimpenerwaard,Buurt,81.2,46.0,10.1,10.3,38.7,84.7,13.7,8.1,24.0,12.1,9.6,4.0,6.0
BU19311100,2016,Vlist,Krimpenerwaard,Buurt,1,"1,2",18 jaar of ouder,Waarde,Vlist,Krimpenerwaard,Buurt,78.9,50.5,14.4,17.5,42.2,81.5,8.6,7.2,30.0,.,.,5.8,8.0
BU19311100,2020,Vlist,Krimpenerwaard,Buurt,1,"1,3",18 jaar of ouder,Waarde,Vlist,Krimpenerwaard,Buurt,83.1,47.9,11.8,14.6,43.7,79.0,7.5,6.3,27.2,.,.,4.4,7.8
BU19311100,2022,Vlist,Krimpenerwaard,Buurt,1,1.3,18 jaar of ouder,Waarde,Vlist,Krimpenerwaard,Buurt,75.8,45.5,14.6,16.7,41.3,80.5,11.3,7.0,26.2,16.5,14.8,6.5,10.5
BU19311101,2016,Bonrepas,Krimpenerwaard,Buurt,1,"0,8",18 jaar of ouder,Waarde,Bonrepas,Krimpenerwaard,Buurt,85.3,52.1,10.2,13.8,45.7,84.1,8.3,5.8,24.8,.,.,2.9,4.6
BU19311101,2020,Bonrepas,Krimpenerwaard,Buurt,1,"0,8",18 jaar of ouder,Waarde,Bonrepas,Krimpenerwaard,Buurt,86.5,44.8,11.2,8.3,53.4,81.8,5.3,5.0,27.7,.,.,1.8,4.9
BU19311101,2022,Bonrepas,Krimpenerwaard,Buurt,1,0.8,18 jaar of ouder,Waarde,Bonrepas,Krimpenerwaard,Buurt,81.6,40.8,11.8,9.4,51.8,79.7,7.4,6.3,23.3,10.4,9.5,3.0,5.8
BU19311200,2016,Schoonhoven-Oude Stad,Krimpenerwaard,Buurt,1,"0,2",18 jaar of ouder,Waarde,Schoonhoven-Oude Stad,Krimpenerwaard,Buurt,77.0,47.9,13.9,19.9,43.1,83.2,9.0,7.0,33.8,.,.,6.0,9.8
BU19311200,2020,Schoonhoven-Oude Stad,Krimpenerwaard,Buurt,1,"0,2",18 jaar of ouder,Waarde,Schoonhoven-Oude Stad,Krimpenerwaard,Buurt,80.1,46.7,14.9,16.2,46.0,80.0,6.8,5.9,33.2,.,.,6.1,10.1
BU19311200,2022,Schoonhoven-Oude Stad,Krimpenerwaard,Buurt,1,0.3,18 jaar of ouder,Waarde,Schoonhoven-Oude Stad,Krimpenerwaard,Buurt,70.3,43.2,16.0,17.1,43.9,80.6,9.5,7.0,33.3,21.0,15.8,9.4,13.1
BU19311201,2016,Schoonhoven-Noord,Krimpenerwaard,Buurt,1,"0,6",18 jaar of ouder,Waarde,Schoonhoven-Noord,Krimpenerwaard,Buurt,71.3,45.5,16.9,20.3,53.0,71.2,7.8,5.8,36.7,.,.,7.7,11.7
BU19311201,2020,Schoonhoven-Noord,Krimpenerwaard,Buurt,1,"0,7",18 jaar of ouder,Waarde,Schoonhoven-Noord,Krimpenerwaard,Buurt,75.5,44.0,18.0,16.4,57.3,67.0,5.6,4.6,35.5,.,.,7.5,12.1
BU19311201,2022,Schoonhoven-Noord,Krimpenerwaard,Buurt,1,0.7,18 jaar of ouder,Waarde,Schoonhoven-Noord,Krimpenerwaard,Buurt,64.0,40.1,19.8,17.1,55.8,66.4,7.7,5.4,35.6,23.6,20.9,11.7,15.8
BU19311202,2016,Schoonhoven-West,Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Schoonhoven-West,Krimpenerwaard,Buurt,77.1,48.9,15.5,17.8,47.4,77.6,7.6,6.4,34.7,.,.,5.8,8.6
BU19311202,2020,Schoonhoven-West,Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Schoonhoven-West,Krimpenerwaard,Buurt,79.2,46.1,16.5,14.5,53.3,72.5,5.6,5.3,33.8,.,.,6.0,10.0
BU19311202,2022,Schoonhoven-West,Krimpenerwaard,Buurt,1,1.1,18 jaar of ouder,Waarde,Schoonhoven-West,Krimpenerwaard,Buurt,68.5,42.6,18.0,15.1,51.6,72.3,7.8,5.9,34.5,20.4,17.3,9.4,13.2
BU19311203,2016,Zevender,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Zevender,Krimpenerwaard,Buurt,84.1,52.2,12.1,18.5,39.2,87.5,9.3,6.7,26.3,.,.,4.8,7.6
BU19311203,2020,Zevender,Krimpenerwaard,Buurt,1,"0,9",18 jaar of ouder,Waarde,Zevender,Krimpenerwaard,Buurt,87.6,50.6,12.5,13.8,39.8,86.2,7.3,5.9,26.3,.,.,3.7,8.0
BU19311203,2022,Zevender,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Zevender,Krimpenerwaard,Buurt,81.4,49.4,11.2,11.9,36.1,86.4,10.9,6.9,24.4,13.6,10.2,5.0,8.5
BU19311204,2016,Willige-Langerak,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Willige-Langerak,Krimpenerwaard,Buurt,81.2,50.7,13.5,18.8,40.9,84.0,8.9,6.6,29.5,.,.,5.1,7.5
BU19311204,2020,Willige-Langerak,Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Willige-Langerak,Krimpenerwaard,Buurt,84.8,49.4,13.7,14.1,43.7,82.5,6.3,5.1,27.7,.,.,4.9,7.7
BU19311204,2022,Willige-Langerak,Krimpenerwaard,Buurt,1,1.1,18 jaar of ouder,Waarde,Willige-Langerak,Krimpenerwaard,Buurt,75.7,45.5,15.5,14.4,41.5,82.2,9.6,6.4,28.5,17.4,13.6,7.4,10.1
BU19311205,2016,"Vlist, Bovenberg en Lekdijk",Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,"Vlist, Bovenberg en Lekdijk",Krimpenerwaard,Buurt,83.8,54.1,11.2,14.6,40.2,86.6,8.3,7.3,28.7,.,.,3.0,5.2
BU19311205,2020,"Vlist, Bovenberg en Lekdijk",Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,"Vlist, Bovenberg en Lekdijk",Krimpenerwaard,Buurt,86.7,51.0,11.2,11.2,43.3,85.2,6.7,5.7,26.6,.,.,3.3,6.1
BU19311205,2022,"Vlist, Bovenberg en Lekdijk",Krimpenerwaard,Buurt,1,1.1,18 jaar of ouder,Waarde,"Vlist, Bovenberg en Lekdijk",Krimpenerwaard,Buurt,78.1,47.2,12.6,11.9,40.0,85.0,10.0,7.0,27.9,14.0,11.4,5.2,8.0
GM0599,2016,Rotterdam,Rotterdam,Gemeente,.,"0,7",18 jaar of ouder,Waarde,Rotterdam,Rotterdam,Gemeente,68.8,48.2,16.6,26.8,50.2,70.5,9.0,5.8,36.2,.,.,10.6,14.4
GM0599,2020,Rotterdam,Rotterdam,Gemeente,.,"0,7",18 jaar of ouder,Waarde,Rotterdam,Rotterdam,Gemeente,74.3,44.8,17.6,21.6,51.8,68.4,8.0,5.4,32.7,.,.,10.1,16.1
GM0599,2022,Rotterdam,Rotterdam,Gemeente,1,0.8,18 jaar of ouder,Waarde,Rotterdam,Rotterdam,Gemeente,62.7,44.9,18.0,22.4,50.8,68.5,9.4,6.3,35.1,30.6,23.2,15.6,20.9
GM1931,2016,Krimpenerwaard,Krimpenerwaard,Gemeente,.,"1,2",18 jaar of ouder,Waarde,Krimpenerwaard,Krimpenerwaard,Gemeente,78.7,47.3,14.4,18.0,44.3,82.2,8.9,6.6,32.1,.,.,5.1,8.0
GM1931,2020,Krimpenerwaard,Krimpenerwaard,Gemeente,.,"1,2",18 jaar of ouder,Waarde,Krimpenerwaard,Krimpenerwaard,Gemeente,80.9,46.0,15.4,14.5,47.8,78.5,6.7,5.8,31.3,.,.,5.1,8.9
GM1931,2022,Krimpenerwaard,Krimpenerwaard,Gemeente,1,1.1,18 jaar of ouder,Waarde,Krimpenerwaard,Krimpenerwaard,Gemeente,71.7,42.2,16.8,15.1,46.8,78.3,8.9,6.6,31.6,18.6,15.3,8.0,11.5
WK059901,2016,Rotterdam Centrum,Rotterdam,Wijk,3,"0,2",18 jaar of ouder,Waarde,Rotterdam Centrum,Rotterdam,Wijk,74.5,56.3,11.6,28.2,38.6,78.6,12.3,7.2,30.6,.,.,9.0,13.0
WK059901,2020,Rotterdam Centrum,Rotterdam,Wijk,1,"0,2",18 jaar of ouder,Waarde,Rotterdam Centrum,Rotterdam,Wijk,79.3,50.4,12.0,21.4,38.2,78.1,12.0,7.1,28.1,.,.,9.2,15.0
WK059901,2022,Rotterdam Centrum,Rotterdam,Wijk,1,0.3,18 jaar of ouder,Waarde,Rotterdam Centrum,Rotterdam,Wijk,68.6,52.4,12.2,23.3,37.5,78.3,13.3,8.3,30.3,30.5,20.5,15.1,20.3
WK059903,2016,Delfshaven,Rotterdam,Wijk,3,"0,2",18 jaar of ouder,Waarde,Delfshaven,Rotterdam,Wijk,65.5,51.7,16.4,29.4,53.9,61.7,9.6,5.3,36.3,.,.,13.4,16.5
WK059903,2020,Delfshaven,Rotterdam,Wijk,1,"0,2",18 jaar of ouder,Waarde,Delfshaven,Rotterdam,Wijk,72.8,48.4,16.9,23.8,54.9,61.8,8.7,5.0,31.3,.,.,12.2,18.2
WK059903,2022,Delfshaven,Rotterdam,Wijk,1,0.3,18 jaar of ouder,Waarde,Delfshaven,Rotterdam,Wijk,60.3,48.2,17.2,24.8,53.0,62.7,10.4,6.2,34.7,35.1,26.3,18.6,24.2
WK059904,2016,Overschie,Rotterdam,Wijk,1,"0,6",18 jaar of ouder,Waarde,Overschie,Rotterdam,Wijk,71.2,46.1,16.5,23.1,49.9,73.2,7.8,6.0,36.2,.,.,8.8,12.5
WK059904,2020,Overschie,Rotterdam,Wijk,1,"0,7",18 jaar of ouder,Waarde,Overschie,Rotterdam,Wijk,77.3,45.6,16.9,17.9,51.3,71.4,6.4,4.8,32.2,.,.,8.1,13.7
WK059904,2022,Overschie,Rotterdam,Wijk,3,0.8,18 jaar of ouder,Waarde,Overschie,Rotterdam,Wijk,66.3,43.0,18.0,18.2,51.3,71.0,7.4,5.4,34.0,25.5,19.6,12.3,17.7
WK059905,2016,Noord,Rotterdam,Wijk,1,"0,2",18 jaar of ouder,Waarde,Noord,Rotterdam,Wijk,70.9,56.1,13.4,28.7,44.0,72.9,11.0,6.3,33.6,.,.,10.8,13.8
WK059905,2020,Noord,Rotterdam,Wijk,1,"0,2",18 jaar of ouder,Waarde,Noord,Rotterdam,Wijk,77.1,51.9,13.5,22.3,43.0,73.3,10.8,6.6,29.9,.,.,10.2,15.6
WK059905,2022,Noord,Rotterdam,Wijk,1,0.3,18 jaar of ouder,Waarde,Noord,Rotterdam,Wijk,65.7,51.8,14.0,23.6,41.6,73.2,12.8,7.7,32.3,31.6,22.6,16.4,20.6
WK059906,2016,Hillegersberg-Schiebroek,Rotterdam,Wijk,1,"1,5",18 jaar of ouder,Waarde,Hillegersberg-Schiebroek,Rotterdam,Wijk,74.8,49.3,13.7,20.7,43.1,80.5,8.1,6.5,34.4,.,.,7.1,10.7
WK059906,2020,Hillegersberg-Schiebroek,Rotterdam,Wijk,3,"1,6",18 jaar of ouder,Waarde,Hillegersberg-Schiebroek,Rotterdam,Wijk,78.8,48.4,14.3,15.9,45.1,78.2,7.0,5.8,31.7,.,.,6.9,12.2
WK059906,2022,Hillegersberg-Schiebroek,Rotterdam,Wijk,1,1.6,18 jaar of ouder,Waarde,Hillegersberg-Schiebroek,Rotterdam,Wijk,69.3,46.4,15.3,16.3,46.3,76.7,7.8,6.2,33.4,23.1,17.3,10.7,15.6
WK059908,2016,Kralingen-Crooswijk,Rotterdam,Wijk,1,"0,3",18 jaar of ouder,Waarde,Kralingen-Crooswijk,Rotterdam,Wijk,71.1,54.3,13.4,27.6,44.3,73.2,11.6,6.9,33.5,.,.,10.5,14.5
WK059908,2020,Kralingen-Crooswijk,Rotterdam,Wijk,1,"0,3",18 jaar of ouder,Waarde,Kralingen-Crooswijk,Rotterdam,Wijk,76.1,48.5,13.8,21.7,44.3,72.4,10.6,6.8,30.4,.,.,10.4,16.2
WK059908,2022,Kralingen-Crooswijk,Rotterdam,Wijk,1,0.4,18 jaar of ouder,Waarde,Kralingen-Crooswijk,Rotterdam,Wijk,64.4,49.3,14.4,22.7,44.2,71.6,12.0,7.9,32.9,32.4,23.3,16.4,21.5
WK059910,2016,Feijenoord,Rotterdam,Wijk,1,"0,3",18 jaar of ouder,Waarde,Feijenoord,Rotterdam,Wijk,61.1,44.4,20.1,30.2,61.1,56.2,7.7,4.9,39.4,.,.,14.8,18.4
WK059910,2020,Feijenoord,Rotterdam,Wijk,1,"0,3",18 jaar of ouder,Waarde,Feijenoord,Rotterdam,Wijk,69.5,41.5,21.1,24.7,60.9,55.5,7.0,4.5,34.4,.,.,13.1,19.9
WK059910,2022,Feijenoord,Rotterdam,Wijk,1,0.4,18 jaar of ouder,Waarde,Feijenoord,Rotterdam,Wijk,56.6,43.2,20.7,25.0,58.2,57.6,8.9,5.4,37.5,36.0,29.1,19.6,25.0
WK059912,2016,IJsselmonde,Rotterdam,Wijk,1,"0,9",18 jaar of ouder,Waarde,IJsselmonde,Rotterdam,Wijk,66.7,41.1,19.5,26.7,56.3,68.6,7.5,5.1,38.2,.,.,10.6,15.5
WK059912,2020,IJsselmonde,Rotterdam,Wijk,1,"0,9",18 jaar of ouder,Waarde,IJsselmonde,Rotterdam,Wijk,71.5,38.5,21.4,22.4,59.9,63.2,5.9,4.5,35.1,.,.,10.3,16.7
WK059912,2022,IJsselmonde,Rotterdam,Wijk,1,1.1,18 jaar of ouder,Waarde,IJsselmonde,Rotterdam,Wijk,59.5,38.6,22.1,23.0,58.4,63.1,7.4,5.0,37.4,31.0,24.8,16.1,21.6
WK059913,2016,Pernis,Rotterdam,Wijk,1,5,18 jaar of ouder,Waarde,Pernis,Rotterdam,Wijk,75.6,43.8,18.3,22.4,42.8,80.7,9.0,7.2,34.7,.,.,6.1,9.5
WK059913,2020,Pernis,Rotterdam,Wijk,1,5,18 jaar of ouder,Waarde,Pernis,Rotterdam,Wijk,77.6,42.7,18.9,18.4,44.4,78.4,7.2,5.9,32.6,.,.,6.4,11.2
WK059913,2022,Pernis,Rotterdam,Wijk,1,5.5,18 jaar of ouder,Waarde,Pernis,Rotterdam,Wijk,69.0,38.3,20.0,19.2,45.4,77.4,9.0,6.8,33.5,21.5,17.0,9.5,13.9
WK059914,2016,Prins Alexander,Rotterdam,Wijk,1,"1,2",18 jaar of ouder,Waarde,Prins Alexander,Rotterdam,Wijk,71.2,45.7,16.3,22.3,48.0,77.3,8.4,6.3,37.5,.,.,8.1,12.1
WK059914,2020,Prins Alexander,Rotterdam,Wijk,1,"1,3",18 jaar of ouder,Waarde,Prins Alexander,Rotterdam,Wijk,74.7,41.6,17.5,18.3,51.8,73.6,6.7,5.2,34.9,.,.,7.9,13.8
WK059914,2022,Prins Alexander,Rotterdam,Wijk,1,1.4,18 jaar of ouder,Waarde,Prins Alexander,Rotterdam,Wijk,64.2,41.1,18.3,18.5,51.6,72.4,7.7,6.0,36.7,25.5,19.7,12.2,17.6
WK059915,2016,Charlois,Rotterdam,Wijk,1,"0,6",18 jaar of ouder,Waarde,Charlois,Rotterdam,Wijk,65.1,45.3,18.8,31.5,56.6,64.4,8.5,5.0,36.9,.,.,12.7,17.4
WK059915,2020,Charlois,Rotterdam,Wijk,1,"0,6",18 jaar of ouder,Waarde,Charlois,Rotterdam,Wijk,72.0,43.0,20.8,26.4,58.2,61.6,7.3,4.6,32.8,.,.,12.1,19.1
WK059915,2022,Charlois,Rotterdam,Wijk,1,0.7,18 jaar of ouder,Waarde,Charlois,Rotterdam,Wijk,58.5,42.8,20.4,27.0,56.0,63.0,8.9,5.5,36.0,35.0,27.0,18.4,24.5
WK059916,2016,Hoogvliet,Rotterdam,Wijk,1,"0,9",18 jaar of ouder,Waarde,Hoogvliet,Rotterdam,Wijk,69.3,41.8,20.4,25.1,51.0,75.6,7.6,5.2,38.2,.,.,8.6,12.2
WK059916,2020,Hoogvliet,Rotterdam,Wijk,1,"0,8",18 jaar of ouder,Waarde,Hoogvliet,Rotterdam,Wijk,73.5,38.9,21.5,20.0,55.3,70.9,6.0,4.7,35.2,.,.,8.9,14.6
WK059916,2022,Hoogvliet,Rotterdam,Wijk,1,0.9,18 jaar of ouder,Waarde,Hoogvliet,Rotterdam,Wijk,62.7,39.3,22.3,20.7,55.0,70.1,7.3,5.3,37.2,26.8,21.0,12.9,17.9
WK059917,2016,Hoek van Holland,Rotterdam,Wijk,1,"0,8",18 jaar of ouder,Waarde,Hoek van Holland,Rotterdam,Wijk,75.7,49.4,15.4,21.4,39.9,84.2,7.8,7.2,36.5,.,.,6.4,9.8
WK059917,2020,Hoek van Holland,Rotterdam,Wijk,1,"0,8",18 jaar of ouder,Waarde,Hoek van Holland,Rotterdam,Wijk,76.1,47.2,16.4,17.6,40.9,81.3,7.8,5.9,35.2,.,.,6.2,11.4
WK059917,2022,Hoek van Holland,Rotterdam,Wijk,1,0.9,18 jaar of ouder,Waarde,Hoek van Holland,Rotterdam,Wijk,67.6,45.3,19.7,18.1,43.3,80.5,9.0,7.0,35.7,20.3,16.6,8.8,13.7
WK059918,2016,Spaanse Polder,Rotterdam,Wijk,1,"0,8",18 jaar of ouder,Waarde,Spaanse Polder,Rotterdam,Wijk,75.9,45.6,15.8,23.2,43.5,81.3,8.9,7.3,33.5,.,.,6.5,10.4
WK059918,2020,Spaanse Polder,Rotterdam,Wijk,1,"0,8",18 jaar of ouder,Waarde,Spaanse Polder,Rotterdam,Wijk,78.9,46.5,17.6,20.0,45.2,78.8,7.4,6.2,32.5,.,.,5.4,12.4
WK059918,2022,Spaanse Polder,Rotterdam,Wijk,1,0.9,18 jaar of ouder,Waarde,Spaanse Polder,Rotterdam,Wijk,71.9,43.9,16.7,16.9,43.9,79.8,8.0,7.2,32.2,17.8,13.5,7.8,13.4
WK059919,2016,Nieuw Mathenesse,Rotterdam,Wijk,3,"0,4",18 jaar of ouder,Waarde,Nieuw Mathenesse,Rotterdam,Wijk,62.9,41.5,24.4,45.5,48.6,65.9,10.2,8.4,40.5,.,.,12.8,25.8
WK059919,2020,Nieuw Mathenesse,Rotterdam,Wijk,1,"0,1",18 jaar of ouder,Waarde,Nieuw Mathenesse,Rotterdam,Wijk,87.3,51.1,8.8,23.3,41.4,82.0,8.6,4.3,17.4,.,.,9.0,18.2
WK059919,2022,Nieuw Mathenesse,Rotterdam,Wijk,1,0.1,18 jaar of ouder,Waarde,Nieuw Mathenesse,Rotterdam,Wijk,74.2,52.8,11.8,27.2,42.9,79.7,8.5,4.8,21.3,34.7,20.0,15.8,27.6
WK059921,2016,Waalhaven-Eemhaven,Rotterdam,Wijk,1,"4,1",18 jaar of ouder,Waarde,Waalhaven-Eemhaven,Rotterdam,Wijk,67.9,41.1,16.0,37.4,48.7,74.2,9.5,7.4,37.3,.,.,6.9,12.3
WK059921,2020,Waalhaven-Eemhaven,Rotterdam,Wijk,1,"3,1",18 jaar of ouder,Waarde,Waalhaven-Eemhaven,Rotterdam,Wijk,78.5,50.7,14.6,30.8,46.9,75.3,9.5,5.3,31.1,.,.,9.2,16.7
WK059921,2022,Waalhaven-Eemhaven,Rotterdam,Wijk,1,3.7,18 jaar of ouder,Waarde,Waalhaven-Eemhaven,Rotterdam,Wijk,66.9,45.1,15.4,29.9,52.8,75.7,7.2,4.9,27.3,34.5,18.7,15.0,25.6
WK059922,2016,Vondelingenplaat,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Vondelingenplaat,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059922,2020,Vondelingenplaat,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Vondelingenplaat,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059922,2022,Vondelingenplaat,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Vondelingenplaat,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059923,2016,Botlek-Europoort-Maasvlakte,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Botlek-Europoort-Maasvlakte,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059923,2020,Botlek-Europoort-Maasvlakte,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Botlek-Europoort-Maasvlakte,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059923,2022,Botlek-Europoort-Maasvlakte,Rotterdam,Wijk,1,12.2,18 jaar of ouder,Waarde,Botlek-Europoort-Maasvlakte,Rotterdam,Wijk,69.5,48.2,17.7,33.8,41.3,76.1,5.8,5.0,27.4,31.9,23.2,14.1,35.3
WK059924,2016,Rotterdam-Noord-West,Rotterdam,Wijk,1,"0,6",18 jaar of ouder,Waarde,Rotterdam-Noord-West,Rotterdam,Wijk,83.4,54.4,8.5,30.0,31.1,88.3,16.4,8.5,23.4,.,.,7.8,13.3
WK059924,2020,Rotterdam-Noord-West,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Rotterdam-Noord-West,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
WK059924,2022,Rotterdam-Noord-West,Rotterdam,Wijk,1,NA,18 jaar of ouder,Waarde,Rotterdam-Noord-West,Rotterdam,Wijk,.,.,.,.,.,.,.,.,.,.,.,.,.
